h_eleven,h_eleven,h_eleven,0
h_eleven,h_eleven,h_fourteen,0
h_eleven,h_eleven,h_sixteen,0
h_eleven,h_eleven,h_eighteen,0
h_eleven,h_eleven,h_twentysix,3
h_eleven,h_eleven,h_thirtyone,11
h_eleven,h_eleven,h_fortyone,10
h_eleven,h_eleven,h_fiftyone,1
h_eleven,h_eleven,h_fiftyfive,0
h_eleven,h_eleven,h_sixtyfivePlus,0
h_eleven,h_fourteen,h_eleven,0
h_eleven,h_fourteen,h_fourteen,0
h_eleven,h_fourteen,h_sixteen,0
h_eleven,h_fourteen,h_eighteen,0
h_eleven,h_fourteen,h_twentysix,0
h_eleven,h_fourteen,h_thirtyone,30
h_eleven,h_fourteen,h_fortyone,20
h_eleven,h_fourteen,h_fiftyone,1
h_eleven,h_fourteen,h_fiftyfive,0
h_eleven,h_fourteen,h_sixtyfivePlus,0
h_eleven,h_sixteen,h_eleven,0
h_eleven,h_sixteen,h_fourteen,0
h_eleven,h_sixteen,h_sixteen,0
h_eleven,h_sixteen,h_eighteen,0
h_eleven,h_sixteen,h_twentysix,0
h_eleven,h_sixteen,h_thirtyone,11
h_eleven,h_sixteen,h_fortyone,15
h_eleven,h_sixteen,h_fiftyone,0
h_eleven,h_sixteen,h_fiftyfive,0
h_eleven,h_sixteen,h_sixtyfivePlus,0
h_eleven,h_eighteen,h_eleven,0
h_eleven,h_eighteen,h_fourteen,0
h_eleven,h_eighteen,h_sixteen,0
h_eleven,h_eighteen,h_eighteen,0
h_eleven,h_eighteen,h_twentysix,0
h_eleven,h_eighteen,h_thirtyone,10
h_eleven,h_eighteen,h_fortyone,13
h_eleven,h_eighteen,h_fiftyone,2
h_eleven,h_eighteen,h_fiftyfive,1
h_eleven,h_eighteen,h_sixtyfivePlus,0
h_eleven,h_twentysix,h_eleven,3
h_eleven,h_twentysix,h_fourteen,0
h_eleven,h_twentysix,h_sixteen,0
h_eleven,h_twentysix,h_eighteen,0
h_eleven,h_twentysix,h_twentysix,7
h_eleven,h_twentysix,h_thirtyone,35
h_eleven,h_twentysix,h_fortyone,4
h_eleven,h_twentysix,h_fiftyone,2
h_eleven,h_twentysix,h_fiftyfive,2
h_eleven,h_twentysix,h_sixtyfivePlus,1
h_eleven,h_thirtyone,h_eleven,11
h_eleven,h_thirtyone,h_fourteen,30
h_eleven,h_thirtyone,h_sixteen,11
h_eleven,h_thirtyone,h_eighteen,10
h_eleven,h_thirtyone,h_twentysix,35
h_eleven,h_thirtyone,h_thirtyone,556
h_eleven,h_thirtyone,h_fortyone,689
h_eleven,h_thirtyone,h_fiftyone,22
h_eleven,h_thirtyone,h_fiftyfive,15
h_eleven,h_thirtyone,h_sixtyfivePlus,6
h_eleven,h_fortyone,h_eleven,10
h_eleven,h_fortyone,h_fourteen,20
h_eleven,h_fortyone,h_sixteen,15
h_eleven,h_fortyone,h_eighteen,13
h_eleven,h_fortyone,h_twentysix,4
h_eleven,h_fortyone,h_thirtyone,689
h_eleven,h_fortyone,h_fortyone,973
h_eleven,h_fortyone,h_fiftyone,111
h_eleven,h_fortyone,h_fiftyfive,39
h_eleven,h_fortyone,h_sixtyfivePlus,10
h_eleven,h_fiftyone,h_eleven,1
h_eleven,h_fiftyone,h_fourteen,1
h_eleven,h_fiftyone,h_sixteen,0
h_eleven,h_fiftyone,h_eighteen,2
h_eleven,h_fiftyone,h_twentysix,2
h_eleven,h_fiftyone,h_thirtyone,22
h_eleven,h_fiftyone,h_fortyone,111
h_eleven,h_fiftyone,h_fiftyone,7
h_eleven,h_fiftyone,h_fiftyfive,6
h_eleven,h_fiftyone,h_sixtyfivePlus,2
h_eleven,h_fiftyfive,h_eleven,0
h_eleven,h_fiftyfive,h_fourteen,0
h_eleven,h_fiftyfive,h_sixteen,0
h_eleven,h_fiftyfive,h_eighteen,1
h_eleven,h_fiftyfive,h_twentysix,2
h_eleven,h_fiftyfive,h_thirtyone,15
h_eleven,h_fiftyfive,h_fortyone,39
h_eleven,h_fiftyfive,h_fiftyone,6
h_eleven,h_fiftyfive,h_fiftyfive,2
h_eleven,h_fiftyfive,h_sixtyfivePlus,0
h_eleven,h_sixtyfivePlus,h_eleven,0
h_eleven,h_sixtyfivePlus,h_fourteen,0
h_eleven,h_sixtyfivePlus,h_sixteen,0
h_eleven,h_sixtyfivePlus,h_eighteen,0
h_eleven,h_sixtyfivePlus,h_twentysix,1
h_eleven,h_sixtyfivePlus,h_thirtyone,6
h_eleven,h_sixtyfivePlus,h_fortyone,10
h_eleven,h_sixtyfivePlus,h_fiftyone,2
h_eleven,h_sixtyfivePlus,h_fiftyfive,0
h_eleven,h_sixtyfivePlus,h_sixtyfivePlus,0
h_fourteen,h_eleven,h_eleven,0
h_fourteen,h_eleven,h_fourteen,0
h_fourteen,h_eleven,h_sixteen,0
h_fourteen,h_eleven,h_eighteen,0
h_fourteen,h_eleven,h_twentysix,0
h_fourteen,h_eleven,h_thirtyone,30
h_fourteen,h_eleven,h_fortyone,20
h_fourteen,h_eleven,h_fiftyone,1
h_fourteen,h_eleven,h_fiftyfive,0
h_fourteen,h_eleven,h_sixtyfivePlus,0
h_fourteen,h_fourteen,h_eleven,0
h_fourteen,h_fourteen,h_fourteen,0
h_fourteen,h_fourteen,h_sixteen,0
h_fourteen,h_fourteen,h_eighteen,0
h_fourteen,h_fourteen,h_twentysix,0
h_fourteen,h_fourteen,h_thirtyone,1
h_fourteen,h_fourteen,h_fortyone,2
h_fourteen,h_fourteen,h_fiftyone,0
h_fourteen,h_fourteen,h_fiftyfive,0
h_fourteen,h_fourteen,h_sixtyfivePlus,0
h_fourteen,h_sixteen,h_eleven,0
