eleven,eleven,eleven,0
eleven,eleven,fourteen,0
eleven,eleven,sixteen,0
eleven,eleven,eighteen,0
eleven,eleven,twentysix,1
eleven,eleven,thirtyone,12
eleven,eleven,fortyone,29
eleven,eleven,fiftyone,0
eleven,eleven,fiftyfive,3
eleven,eleven,sixtyfivePlus,0
eleven,fourteen,eleven,0
eleven,fourteen,fourteen,0
eleven,fourteen,sixteen,0
eleven,fourteen,eighteen,0
eleven,fourteen,twentysix,1
eleven,fourteen,thirtyone,14
eleven,fourteen,fortyone,82
eleven,fourteen,fiftyone,14
eleven,fourteen,fiftyfive,3
eleven,fourteen,sixtyfivePlus,1
eleven,sixteen,eleven,0
eleven,sixteen,fourteen,0
eleven,sixteen,sixteen,0
eleven,sixteen,eighteen,0
eleven,sixteen,twentysix,0
eleven,sixteen,thirtyone,13
eleven,sixteen,fortyone,49
eleven,sixteen,fiftyone,15
eleven,sixteen,fiftyfive,4
eleven,sixteen,sixtyfivePlus,3
eleven,eighteen,eleven,0
eleven,eighteen,fourteen,0
eleven,eighteen,sixteen,0
eleven,eighteen,eighteen,2
eleven,eighteen,twentysix,1
eleven,eighteen,thirtyone,4
eleven,eighteen,fortyone,57
eleven,eighteen,fiftyone,13
eleven,eighteen,fiftyfive,4
eleven,eighteen,sixtyfivePlus,0
eleven,twentysix,eleven,1
eleven,twentysix,fourteen,1
eleven,twentysix,sixteen,0
eleven,twentysix,eighteen,1
eleven,twentysix,twentysix,1
eleven,twentysix,thirtyone,7
eleven,twentysix,fortyone,4
eleven,twentysix,fiftyone,1
eleven,twentysix,fiftyfive,3
eleven,twentysix,sixtyfivePlus,1
eleven,thirtyone,eleven,12
eleven,thirtyone,fourteen,14
eleven,thirtyone,sixteen,13
eleven,thirtyone,eighteen,4
eleven,thirtyone,twentysix,7
eleven,thirtyone,thirtyone,78
eleven,thirtyone,fortyone,128
eleven,thirtyone,fiftyone,7
eleven,thirtyone,fiftyfive,2
eleven,thirtyone,sixtyfivePlus,7
eleven,fortyone,eleven,29
eleven,fortyone,fourteen,82
eleven,fortyone,sixteen,49
eleven,fortyone,eighteen,57
eleven,fortyone,twentysix,4
eleven,fortyone,thirtyone,128
eleven,fortyone,fortyone,426
eleven,fortyone,fiftyone,133
eleven,fortyone,fiftyfive,59
eleven,fortyone,sixtyfivePlus,26
eleven,fiftyone,eleven,0
eleven,fiftyone,fourteen,14
eleven,fiftyone,sixteen,15
eleven,fiftyone,eighteen,13
eleven,fiftyone,twentysix,1
eleven,fiftyone,thirtyone,7
eleven,fiftyone,fortyone,133
eleven,fiftyone,fiftyone,39
eleven,fiftyone,fiftyfive,53
eleven,fiftyone,sixtyfivePlus,12
eleven,fiftyfive,eleven,3
eleven,fiftyfive,fourteen,3
eleven,fiftyfive,sixteen,4
eleven,fiftyfive,eighteen,4
eleven,fiftyfive,twentysix,3
eleven,fiftyfive,thirtyone,2
eleven,fiftyfive,fortyone,59
eleven,fiftyfive,fiftyone,53
eleven,fiftyfive,fiftyfive,26
eleven,fiftyfive,sixtyfivePlus,8
eleven,sixtyfivePlus,eleven,0
eleven,sixtyfivePlus,fourteen,1
eleven,sixtyfivePlus,sixteen,3
eleven,sixtyfivePlus,eighteen,0
eleven,sixtyfivePlus,twentysix,1
eleven,sixtyfivePlus,thirtyone,7
eleven,sixtyfivePlus,fortyone,26
eleven,sixtyfivePlus,fiftyone,12
eleven,sixtyfivePlus,fiftyfive,8
eleven,sixtyfivePlus,sixtyfivePlus,4
fourteen,eleven,eleven,0
fourteen,eleven,fourteen,0
fourteen,eleven,sixteen,0
fourteen,eleven,eighteen,0
fourteen,eleven,twentysix,1
fourteen,eleven,thirtyone,14
fourteen,eleven,fortyone,82
fourteen,eleven,fiftyone,14
fourteen,eleven,fiftyfive,3
fourteen,eleven,sixtyfivePlus,1
fourteen,fourteen,eleven,0
fourteen,fourteen,fourteen,0
fourteen,fourteen,sixteen,0
fourteen,fourteen,eighteen,0
fourteen,fourteen,twentysix,0
fourteen,fourteen,thirtyone,2
fourteen,fourteen,fortyone,8
fourteen,fourteen,fiftyone,4
fourteen,fourteen,fiftyfive,2
fourteen,fourteen,sixtyfivePlus,0
fourteen,sixteen,eleven,0
fourteen,sixteen,fourteen,0
fourteen,sixteen,sixteen,0
fourteen,sixteen,eighteen,0
fourteen,sixteen,twentysix,0
fourteen,sixteen,thirtyone,17
fourteen,sixteen,fortyone,74
fourteen,sixteen,fiftyone,18
fourteen,sixteen,fiftyfive,3
fourteen,sixteen,sixtyfivePlus,1
fourteen,eighteen,eleven,0
fourteen,eighteen,fourteen,0
fourteen,eighteen,sixteen,0
fourteen,eighteen,eighteen,1
fourteen,eighteen,twentysix,1
fourteen,eighteen,thirtyone,7
fourteen,eighteen,fortyone,79
fourteen,eighteen,fiftyone,16
fourteen,eighteen,fiftyfive,8
fourteen,eighteen,sixtyfivePlus,1
fourteen,twentysix,eleven,1
fourteen,twentysix,fourteen,0
fourteen,twentysix,sixteen,0
fourteen,twentysix,eighteen,1
fourteen,twentysix,twentysix,0
fourteen,twentysix,thirtyone,5
fourteen,twentysix,fortyone,3
fourteen,twentysix,fiftyone,1
fourteen,twentysix,fiftyfive,3
fourteen,twentysix,sixtyfivePlus,0
fourteen,thirtyone,eleven,14
fourteen,thirtyone,fourteen,2
fourteen,thirtyone,sixteen,17
fourteen,thirtyone,eighteen,7
fourteen,thirtyone,twentysix,5
fourteen,thirtyone,thirtyone,36
fourteen,thirtyone,fortyone,70
fourteen,thirtyone,fiftyone,4
fourteen,thirtyone,fiftyfive,9
fourteen,thirtyone,sixtyfivePlus,3
fourteen,fortyone,eleven,82
fourteen,fortyone,fourteen,8
fourteen,fortyone,sixteen,74
fourteen,fortyone,eighteen,79
fourteen,fortyone,twentysix,3
fourteen,fortyone,thirtyone,70
fourteen,fortyone,fortyone,368
fourteen,fortyone,fiftyone,157
fourteen,fortyone,fiftyfive,73
fourteen,fortyone,sixtyfivePlus,26
fourteen,fiftyone,eleven,14
fourteen,fiftyone,fourteen,4
fourteen,fiftyone,sixteen,18
fourteen,fiftyone,eighteen,16
fourteen,fiftyone,twentysix,1
fourteen,fiftyone,thirtyone,4
fourteen,fiftyone,fortyone,157
fourteen,fiftyone,fiftyone,87
fourteen,fiftyone,fiftyfive,85
fourteen,fiftyone,sixtyfivePlus,8
fourteen,fiftyfive,eleven,3
fourteen,fiftyfive,fourteen,2
fourteen,fiftyfive,sixteen,3
fourteen,fiftyfive,eighteen,8
fourteen,fiftyfive,twentysix,3
fourteen,fiftyfive,thirtyone,9
fourteen,fiftyfive,fortyone,73
fourteen,fiftyfive,fiftyone,85
fourteen,fiftyfive,fiftyfive,49
fourteen,fiftyfive,sixtyfivePlus,13
fourteen,sixtyfivePlus,eleven,1
fourteen,sixtyfivePlus,fourteen,0
fourteen,sixtyfivePlus,sixteen,1
fourteen,sixtyfivePlus,eighteen,1
fourteen,sixtyfivePlus,twentysix,0
fourteen,sixtyfivePlus,thirtyone,3
fourteen,sixtyfivePlus,fortyone,26
fourteen,sixtyfivePlus,fiftyone,8
fourteen,sixtyfivePlus,fiftyfive,13
fourteen,sixtyfivePlus,sixtyfivePlus,3
sixteen,eleven,eleven,0
sixteen,eleven,fourteen,0
sixteen,eleven,sixteen,0
sixteen,eleven,eighteen,0
sixteen,eleven,twentysix,0
sixteen,eleven,thirtyone,13
sixteen,eleven,fortyone,49
sixteen,eleven,fiftyone,15
sixteen,eleven,fiftyfive,4
sixteen,eleven,sixtyfivePlus,3
sixteen,fourteen,eleven,0
sixteen,fourteen,fourteen,0
sixteen,fourteen,sixteen,0
sixteen,fourteen,eighteen,0
sixteen,fourteen,twentysix,0
sixteen,fourteen,thirtyone,17
sixteen,fourteen,fortyone,74
sixteen,fourteen,fiftyone,18
sixteen,fourteen,fiftyfive,3
sixteen,fourteen,sixtyfivePlus,1
sixteen,sixteen,eleven,0
sixteen,sixteen,fourteen,0
sixteen,sixteen,sixteen,0
sixteen,sixteen,eighteen,0
sixteen,sixteen,twentysix,0
sixteen,sixteen,thirtyone,1
sixteen,sixteen,fortyone,10
sixteen,sixteen,fiftyone,4
sixteen,sixteen,fiftyfive,2
sixteen,sixteen,sixtyfivePlus,1
sixteen,eighteen,eleven,0
sixteen,eighteen,fourteen,0
sixteen,eighteen,sixteen,0
sixteen,eighteen,eighteen,2
sixteen,eighteen,twentysix,1
sixteen,eighteen,thirtyone,10
sixteen,eighteen,fortyone,130
sixteen,eighteen,fiftyone,46
sixteen,eighteen,fiftyfive,25
sixteen,eighteen,sixtyfivePlus,3
sixteen,twentysix,eleven,0
sixteen,twentysix,fourteen,0
sixteen,twentysix,sixteen,0
sixteen,twentysix,eighteen,1
sixteen,twentysix,twentysix,0
sixteen,twentysix,thirtyone,1
sixteen,twentysix,fortyone,1
sixteen,twentysix,fiftyone,1
sixteen,twentysix,fiftyfive,7
sixteen,twentysix,sixtyfivePlus,0
sixteen,thirtyone,eleven,13
sixteen,thirtyone,fourteen,17
sixteen,thirtyone,sixteen,1
sixteen,thirtyone,eighteen,10
sixteen,thirtyone,twentysix,1
sixteen,thirtyone,thirtyone,22
sixteen,thirtyone,fortyone,69
sixteen,thirtyone,fiftyone,3
sixteen,thirtyone,fiftyfive,5
sixteen,thirtyone,sixtyfivePlus,2
sixteen,fortyone,eleven,49
sixteen,fortyone,fourteen,74
sixteen,fortyone,sixteen,10
sixteen,fortyone,eighteen,130
sixteen,fortyone,twentysix,1
sixteen,fortyone,thirtyone,69
sixteen,fortyone,fortyone,419
sixteen,fortyone,fiftyone,237
sixteen,fortyone,fiftyfive,109
sixteen,fortyone,sixtyfivePlus,26
sixteen,fiftyone,eleven,15
sixteen,fiftyone,fourteen,18
sixteen,fiftyone,sixteen,4
sixteen,fiftyone,eighteen,46
sixteen,fiftyone,twentysix,1
sixteen,fiftyone,thirtyone,3
sixteen,fiftyone,fortyone,237
sixteen,fiftyone,fiftyone,130
sixteen,fiftyone,fiftyfive,118
sixteen,fiftyone,sixtyfivePlus,15
sixteen,fiftyfive,eleven,4
sixteen,fiftyfive,fourteen,3
sixteen,fiftyfive,sixteen,2
sixteen,fiftyfive,eighteen,25
sixteen,fiftyfive,twentysix,7
sixteen,fiftyfive,thirtyone,5
sixteen,fiftyfive,fortyone,109
sixteen,fiftyfive,fiftyone,118
sixteen,fiftyfive,fiftyfive,117
sixteen,fiftyfive,sixtyfivePlus,20
sixteen,sixtyfivePlus,eleven,3
sixteen,sixtyfivePlus,fourteen,1
sixteen,sixtyfivePlus,sixteen,1
sixteen,sixtyfivePlus,eighteen,3
sixteen,sixtyfivePlus,twentysix,0
sixteen,sixtyfivePlus,thirtyone,2
sixteen,sixtyfivePlus,fortyone,26
sixteen,sixtyfivePlus,fiftyone,15
sixteen,sixtyfivePlus,fiftyfive,20
sixteen,sixtyfivePlus,sixtyfivePlus,13
eighteen,eleven,eleven,0
eighteen,eleven,fourteen,0
eighteen,eleven,sixteen,0
eighteen,eleven,eighteen,2
eighteen,eleven,twentysix,1
eighteen,eleven,thirtyone,4
eighteen,eleven,fortyone,57
eighteen,eleven,fiftyone,13
eighteen,eleven,fiftyfive,4
eighteen,eleven,sixtyfivePlus,0
eighteen,fourteen,eleven,0
eighteen,fourteen,fourteen,0
eighteen,fourteen,sixteen,0
eighteen,fourteen,eighteen,1
eighteen,fourteen,twentysix,1
eighteen,fourteen,thirtyone,7
eighteen,fourteen,fortyone,79
eighteen,fourteen,fiftyone,16
eighteen,fourteen,fiftyfive,8
eighteen,fourteen,sixtyfivePlus,1
eighteen,sixteen,eleven,0
eighteen,sixteen,fourteen,0
eighteen,sixteen,sixteen,0
eighteen,sixteen,eighteen,2
eighteen,sixteen,twentysix,1
eighteen,sixteen,thirtyone,10
eighteen,sixteen,fortyone,130
eighteen,sixteen,fiftyone,46
eighteen,sixteen,fiftyfive,25
eighteen,sixteen,sixtyfivePlus,3
eighteen,eighteen,eleven,2
eighteen,eighteen,fourteen,1
eighteen,eighteen,sixteen,2
eighteen,eighteen,eighteen,8
eighteen,eighteen,twentysix,10
eighteen,eighteen,thirtyone,14
eighteen,eighteen,fortyone,154
eighteen,eighteen,fiftyone,101
eighteen,eighteen,fiftyfive,114
eighteen,eighteen,sixtyfivePlus,20
eighteen,twentysix,eleven,1
eighteen,twentysix,fourteen,1
eighteen,twentysix,sixteen,1
eighteen,twentysix,eighteen,10
eighteen,twentysix,twentysix,12
eighteen,twentysix,thirtyone,12
eighteen,twentysix,fortyone,29
eighteen,twentysix,fiftyone,57
eighteen,twentysix,fiftyfive,103
eighteen,twentysix,sixtyfivePlus,11
eighteen,thirtyone,eleven,4
eighteen,thirtyone,fourteen,7
eighteen,thirtyone,sixteen,10
eighteen,thirtyone,eighteen,14
eighteen,thirtyone,twentysix,12
eighteen,thirtyone,thirtyone,28
eighteen,thirtyone,fortyone,63
eighteen,thirtyone,fiftyone,14
eighteen,thirtyone,fiftyfive,29
eighteen,thirtyone,sixtyfivePlus,9
eighteen,fortyone,eleven,57
eighteen,fortyone,fourteen,79
eighteen,fortyone,sixteen,130
eighteen,fortyone,eighteen,154
eighteen,fortyone,twentysix,29
eighteen,fortyone,thirtyone,63
eighteen,fortyone,fortyone,677
eighteen,fortyone,fiftyone,445
eighteen,fortyone,fiftyfive,302
eighteen,fortyone,sixtyfivePlus,65
eighteen,fiftyone,eleven,13
eighteen,fiftyone,fourteen,16
eighteen,fiftyone,sixteen,46
eighteen,fiftyone,eighteen,101
eighteen,fiftyone,twentysix,57
eighteen,fiftyone,thirtyone,14
eighteen,fiftyone,fortyone,445
eighteen,fiftyone,fiftyone,454
eighteen,fiftyone,fiftyfive,621
eighteen,fiftyone,sixtyfivePlus,58
eighteen,fiftyfive,eleven,4
eighteen,fiftyfive,fourteen,8
eighteen,fiftyfive,sixteen,25
eighteen,fiftyfive,eighteen,114
eighteen,fiftyfive,twentysix,103
eighteen,fiftyfive,thirtyone,29
eighteen,fiftyfive,fortyone,302
eighteen,fiftyfive,fiftyone,621
eighteen,fiftyfive,fiftyfive,1118
eighteen,fiftyfive,sixtyfivePlus,280
eighteen,sixtyfivePlus,eleven,0
eighteen,sixtyfivePlus,fourteen,1
eighteen,sixtyfivePlus,sixteen,3
eighteen,sixtyfivePlus,eighteen,20
eighteen,sixtyfivePlus,twentysix,11
eighteen,sixtyfivePlus,thirtyone,9
eighteen,sixtyfivePlus,fortyone,65
eighteen,sixtyfivePlus,fiftyone,58
eighteen,sixtyfivePlus,fiftyfive,280
eighteen,sixtyfivePlus,sixtyfivePlus,103
twentysix,eleven,eleven,1
twentysix,eleven,fourteen,1
twentysix,eleven,sixteen,0
twentysix,eleven,eighteen,1
twentysix,eleven,twentysix,1
twentysix,eleven,thirtyone,7
twentysix,eleven,fortyone,4
twentysix,eleven,fiftyone,1
twentysix,eleven,fiftyfive,3
twentysix,eleven,sixtyfivePlus,1
twentysix,fourteen,eleven,1
twentysix,fourteen,fourteen,0
twentysix,fourteen,sixteen,0
twentysix,fourteen,eighteen,1
twentysix,fourteen,twentysix,0
twentysix,fourteen,thirtyone,5
twentysix,fourteen,fortyone,3
twentysix,fourteen,fiftyone,1
twentysix,fourteen,fiftyfive,3
twentysix,fourteen,sixtyfivePlus,0
twentysix,sixteen,eleven,0
twentysix,sixteen,fourteen,0
twentysix,sixteen,sixteen,0
twentysix,sixteen,eighteen,1
twentysix,sixteen,twentysix,0
twentysix,sixteen,thirtyone,1
twentysix,sixteen,fortyone,1
twentysix,sixteen,fiftyone,1
twentysix,sixteen,fiftyfive,7
twentysix,sixteen,sixtyfivePlus,0
twentysix,eighteen,eleven,1
twentysix,eighteen,fourteen,1
twentysix,eighteen,sixteen,1
twentysix,eighteen,eighteen,10
twentysix,eighteen,twentysix,12
twentysix,eighteen,thirtyone,12
twentysix,eighteen,fortyone,29
twentysix,eighteen,fiftyone,57
twentysix,eighteen,fiftyfive,103
twentysix,eighteen,sixtyfivePlus,11
twentysix,twentysix,eleven,1
